Product code;Language;Product id;Category;Price;Weight;Quantity;Zero price action;Product name;Description;Taxes;Status
700-90-74001;ru;700-90-74001;Komatsu;23547.17;0,9;1;R;700-90-74001 йкюоюм, ;700-90-74001 йкюоюм, ;VAT;A
700-93-11320;ru;700-93-11320;Komatsu;186.02;0,01;78;R;700-93-11320 йнкэжебне сокнрмемхе, ;700-93-11320 йнкэжебне сокнрмемхе, ;VAT;A
700-93-11660;ru;700-93-11660;Komatsu;1178.89;0,001;2;R;700-93-11660 сокнрмемхе пегхмнбне, ;700-93-11660 сокнрмемхе пегхмнбне, ;VAT;A
702-16-01520;ru;702-16-01520;Komatsu;110383.11;1,6;4;R;702-16-01520 йкюоюм, ;702-16-01520 йкюоюм, ;VAT;A
702-16-01531;ru;702-16-01531;Komatsu;207909.26;2,5;8;R;702-16-01531 йкюоюм, ;702-16-01531 йкюоюм, ;VAT;A
702-16-03232;ru;702-16-03232;Komatsu;84422.71;1,6;1;R;702-16-03232 сопюбкъчыхи йкюоюм, ;702-16-03232 сопюбкъчыхи йкюоюм, ;VAT;A
702-16-06050;ru;702-16-06050;Komatsu;182287.73;2,5;2;R;702-16-06050 сопюбкъчыхи йкюоюм, ;702-16-06050 сопюбкъчыхи йкюоюм, ;VAT;A
702-16-51270;ru;702-16-51270;Komatsu;1158.35;0,003;28;R;702-16-51270 сокнрмемхе, ;702-16-51270 сокнрмемхе, ;VAT;A
702-16-51610;ru;702-16-51610;Komatsu;2820.95;0,004;17;R;702-16-51610 сокнрмемхе, ;702-16-51610 сокнрмемхе, ;VAT;A
702-16-53240;ru;702-16-53240;Komatsu;2511.07;0,1;4;R;702-16-53240 опнайю / гюцксьйю, ;702-16-53240 опнайю / гюцксьйю, ;VAT;A
702-16-53920;ru;702-16-53920;Komatsu;243.38;0,001;25;R;702-16-53920 сокнрмемхе пегхмнбне, ;702-16-53920 сокнрмемхе пегхмнбне, ;VAT;A
